tree.id,site.id,rep,spcode,name,cover
647,mo,2,ange,Andropogon gerardii,20
647,mo,2,brte,Bromus tectorum,10
647,mo,2,sedge,Cyperaceae,80
647,mo,2,herb,Asteraceae,50
647,mo,3,ange,Andropogon gerardii,65
647,mo,3,brte,Bromus tectorum,20
647,mo,3,herb,Asteraceae,35
647,mo,3,sedge,Cyperaceae,80
649,mo,1,ange,Andropogon gerardii,25
649,mo,1,herb,Asteraceae,80
649,mo,1,sedge,Cyperaceae,60
649,mo,2,ange,Andropogon gerardii,10
649,mo,2,herb,Asteraceae,75
649,mo,2,sedge,Cyperaceae,70
649,mo,3,ange,Andropogon gerardii,5
649,mo,3,herb,Asteraceae,55
649,mo,3,sedge,Cyperaceae,55
650,mo,1,ange,Andropogon gerardii,50
650,mo,1,herb,Asteraceae,40
650,mo,1,sedge,Cyperaceae,75
650,mo,1,elca4,Elymus canadensis,10
650,mo,2,elca4,Elymus canadensis,25
650,mo,2,ange,Andropogon gerardii,20
650,mo,2,herb,Asteraceae,55
650,mo,2,sedge,Cyperaceae,70
650,mo,3,elca4,Elymus canadensis,10
650,mo,3,herb,Asteraceae,65
650,mo,3,sedge,Cyperaceae,50
651,mo,1,brte,Bromus tectorum,5
651,mo,1,elca4,Elymus canadensis,10
651,mo,1,herb,Asteraceae,100
651,mo,1,sedge,Cyperaceae,1
651,mo,2,ange,Andropogon gerardii,25
651,mo,2,herb,Asteraceae,98
651,mo,2,bg,bare ground,2
651,mo,3,ange,Andropogon gerardii,25
651,mo,3,brte,Bromus tectorum,3
651,mo,3,herb,Asteraceae,100
651,mo,3,sedge,Cyperaceae,1
652,mo,1,ange,Andropogon gerardii,65
652,mo,1,herb,Asteraceae,60
652,mo,1,sedge,Cyperaceae,20
652,mo,2,ange,Andropogon gerardii,35
652,mo,2,sedge,Cyperaceae,100
652,mo,2,herb,Asteraceae,1
652,mo,3,ange,Andropogon gerardii,55
652,mo,3,sedge,Cyperaceae,70
652,mo,3,brte,Bromus tectorum,2
653,mo,1,ange,Andropogon gerardii,25
653,mo,1,sedge,Cyperaceae,15
653,mo,1,herb,Asteraceae,100
653,mo,2,ange,Andropogon gerardii,10
653,mo,2,herb,Asteraceae,100
653,mo,2,sedge,Cyperaceae,60
653,mo,3,ange,Andropogon gerardii,30
653,mo,3,herb,Asteraceae,100
653,mo,3,sedge,Cyperaceae,60
654,mo,1,elca4,Elymus canadensis,15
654,mo,1,ange,Andropogon gerardii,25
654,mo,1,brte,Bromus tectorum,2
654,mo,1,herb,Asteraceae,40
654,mo,1,sedge,Cyperaceae,80
654,mo,2,ange,Andropogon gerardii,20
654,mo,2,sedge,Cyperaceae,35
654,mo,2,herb,Asteraceae,80
654,mo,3,ange,Andropogon gerardii,20
654,mo,3,brte,Bromus tectorum,15
654,mo,3,herb,Asteraceae,90
654,mo,3,sedge,Cyperaceae,50
655,mo,1,ange,Andropogon gerardii,20
655,mo,1,herb,Asteraceae,90
655,mo,1,sedge,Cyperaceae,35
655,mo,2,ange,Andropogon gerardii,20
655,mo,2,herb,Asteraceae,75
655,mo,2,brte,Bromus tectorum,2
655,mo,2,sedge,Cyperaceae,30
655,mo,3,ange,Andropogon gerardii,60
655,mo,3,herb,Asteraceae,75
655,mo,3,brte,Bromus tectorum,3
655,mo,3,sedge,Cyperaceae,10
657,mo,1,elca4,Elymus canadensis,35
657,mo,1,brte,Bromus tectorum,3
657,mo,1,ange,Andropogon gerardii,5
657,mo,1,herb,Asteraceae,80
657,mo,1,sedge,Cyperaceae,10
657,mo,2,elca4,Elymus canadensis,5
657,mo,2,brte,Bromus tectorum,10
657,mo,2,herb,Asteraceae,100
657,mo,3,ange,Andropogon gerardii,30
657,mo,3,elca4,Elymus canadensis,5
657,mo,3,herb,Asteraceae,75
657,mo,3,sedge,Cyperaceae,60
